year,income,Subregion,avg_gov_share,avg_voluntary_prepaid_share,avg_oop_share,avg_other_private_share,avg_external_share
2016,Lower-middle,Middle Africa,30.855813346666665,4.075749389999997,43.8526433333333,1.9556616147359165,19.260132309999996
2016,Lower-middle,Northern Africa,40.5975766175,3.7170559475,50.83603000499993,3.786517709493617,1.0628197349999997
2016,Lower-middle,Southern Africa,40.788641356,11.074457747499974,19.684128952,5.404539823532104,26.34403118999996
2016,Lower-middle,Western Africa,28.23866721571426,2.755615328571428,47.44973863714284,5.250718397753556,16.305260387142816
2016,Upper-middle,Eastern Africa,69.14846802,0.74439502,25.30701828,0.882920503616333,3.91719817999999
2016,Upper-middle,Middle Africa,46.90663623999995,5.50928466,45.82062053499995,0.9576205462217285,0.8058380499999995
2016,Upper-middle,Northern Africa,66.59738159,0.80547488,32.694814684999955,0.568415403366088,0.02086068
2016,Upper-middle,Southern Africa,57.26679897499995,20.90686285499995,16.24146807,1.8583012819290148,3.7265688074999974
2017,Low,Eastern Africa,21.552323447777756,2.0250241524999986,31.905466819999965,2.6652893190487603,42.373042003333325
2017,Low,Middle Africa,12.956829069999952,2.381191014999995,58.147579189999945,0.827288866043088,25.687111854999998
2017,Low,Northern Africa,18.02452278,0.98805088,72.54642487,3.06093072891235,5.38007068999999
2017,Low,Southern Africa,22.45938873,2.212569725,11.190669535000001,3.152668952941894,60.98470306499995
2017,Low,Western Africa,23.464153946249972,2.31259317875,46.54263377249996,2.39582428336143,25.284794807499974
2017,Lower-middle,Eastern Africa,35.17200064749997,4.093975884999997,33.60736322499995,0.5427211662754413,26.58393907749995
2017,Lower-middle,Middle Africa,29.373332819999998,4.375144786666663,46.26981258666667,2.09880971908569,17.88290007666667
2017,Lower-middle,Northern Africa,40.094124317499976,3.7318744375,49.73673248,4.5502119436859925,1.8870569375
2017,Lower-middle,Southern Africa,46.39993667599998,11.056963414999998,16.31947974999996,4.929268598556506,24.49159832
2017,Lower-middle,Western Africa,31.346488952857072,3.3119988528571427,47.835279737142834,4.064804307052045,13.441428149999998
2017,Upper-middle,Eastern Africa,73.0444412199999,0.70098597,24.59942627,1.06703603267669,0.58811045
2017,Upper-middle,Middle Africa,45.447868344999954,4.927265074999994,47.87683296,0.9940709173679305,0.753962695
2017,Upper-middle,Northern Africa,65.40745163,0.83099163,33.859209059999955,0.573820412158966,0.03093502
2017,Upper-middle,Southern Africa,59.5983076075,18.5617244225,16.007604715,1.371306508779522,4.4610567549999995
2018,Low,Eastern Africa,19.916225381111076,2.3271140687499976,33.373233158888866,2.8518678545951825,42.10700225777777
2018,Low,Middle Africa,10.24722028,0.50621897,53.024410245,0.864440649747848,35.357709885
2018,Low,Northern Africa,23.28133202,2.15964222,66.9533996599999,1.19972467422485,6.40590143
2018,Low,Southern Africa,23.462514875,2.5135499349999995,11.063715455,3.044907808303828,59.915311814999995
2018,Low,Western Africa,23.646000264999987,2.3090444037499975,46.61738252624996,2.9923780933022464,24.43519473125
