year,income,Subregion,avg_gross_fixed_capital_pct_gdp,avg_foreign_transfers_pct_gdp
2020,Low,Eastern Africa,0.41003613165717673,1.67962715501017
2020,Low,Central Africa,0.146249375177934,1.2154061335635735
2020,Low,Northern Africa,,0.209896796478932
2020,Low,Southern Africa,,2.16172457659408
2020,Low,Western Africa,0.3951783535256549,0.7010853136393626
2020,Lower-middle,Eastern Africa,,0.3892258696959723
2020,Lower-middle,Central Africa,0.19331182946589498,0.11920373963721087
2020,Lower-middle,Northern Africa,0.19554323137749166,0.007372404618555637
2020,Lower-middle,Southern Africa,0.102404842676803,1.3072985266523933
2020,Lower-middle,Western Africa,0.3962080352381275,0.2719440814229473
2020,Upper-middle,Eastern Africa,,0.0198108972737723
2020,Upper-middle,Central Africa,,0.02196336812286035
2020,Upper-middle,Northern Africa,,0.008045823665636338
2020,Upper-middle,Southern Africa,,0.16264282670638594
2021,Low,Eastern Africa,0.31198245235185335,1.4246740882374047
2021,Low,Central Africa,0.0325212911127578,1.1404426781825885
2021,Low,Northern Africa,,0.246723900873399
2021,Low,Southern Africa,,2.053486556611515
2021,Low,Western Africa,0.401107151787802,0.6878986140197911
2021,Lower-middle,Eastern Africa,,0.5392616430838948
2021,Lower-middle,Central Africa,0.207289092396271,0.25112021655643063
2021,Lower-middle,Northern Africa,0.3011186999111375,0.012825534266849133
2021,Lower-middle,Southern Africa,,1.1923477630521098
2021,Lower-middle,Western Africa,0.3702333683038108,0.26184236190732507
2021,Upper-middle,Eastern Africa,,0.0
2021,Upper-middle,Central Africa,0.129478124539144,0.04080304967288095
2021,Upper-middle,Northern Africa,,0.053653494592164855
2021,Upper-middle,Southern Africa,,0.14440903230272942
2022,Low,Eastern Africa,0.0368011026559727,1.3581978922347082
2022,Low,Central Africa,0.0674746251429203,1.452861218376693
2022,Low,Northern Africa,,0.527628885450464
2022,Low,Southern Africa,,2.5608744658490252
2022,Low,Western Africa,0.43676134404448574,0.7921382969371237
2022,Lower-middle,Eastern Africa,,0.45989676646841976
2022,Lower-middle,Central Africa,,0.439037020328461
2022,Lower-middle,Northern Africa,0.2924358627796865,0.09485286384674266
2022,Lower-middle,Southern Africa,,1.4617272670828474
2022,Lower-middle,Western Africa,0.34743712662561693,0.30540693069826685
2022,Upper-middle,Eastern Africa,,0.0
2022,Upper-middle,Central Africa,0.163551656691419,0.03966978847785765
2022,Upper-middle,Northern Africa,,0.0340987933090539
2022,Upper-middle,Southern Africa,,0.22977828030203656
2023,Low,Eastern Africa,0.125774283157468,1.9181849446486785
2023,Low,Central Africa,,1.909474726778712
2023,Low,Northern Africa,,0.363124668488226
2023,Low,Southern Africa,,2.96748008502499
2023,Low,Western Africa,0.8279190607592296,0.7424360200739126
2023,Lower-middle,Eastern Africa,,0.4509862350756485
2023,Lower-middle,Central Africa,,0.4176619812963387
2023,Lower-middle,Northern Africa,0.276501057853651,0.07981400715611683
2023,Lower-middle,Southern Africa,,1.3395804164652438
2023,Lower-middle,Western Africa,0.36315549049216506,0.25169577260109727
2023,Upper-middle,Eastern Africa,,0.0
2023,Upper-middle,Central Africa,0.166499441110109,0.0313502194209977
2023,Upper-middle,Northern Africa,,0.02205445188909224
2023,Upper-middle,Southern Africa,,0.25132889753233023
